Country,Year,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),Electric power consumption (kWh per capita),Electricity production from coal sources (% of total),Electricity production from hydroelectric sources (% of total),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),"Electricity production from renewable sources, excluding hydroelectric (% of total)","Electricity production from renewable sources, excluding hydroelectric (kWh)",Energy use (kg of oil equivalent per capita),Fossil fuel energy consumption (% of total),GDP growth (annual %),GDP per capita (current US$),Investment in energy with private participation (current US$),Land area (sq. km),"Population, total",Public private partnerships investment in energy (current US$),Renewable energy consumption (% of total final energy consumption),Total greenhouse gas emissions (kt of CO2 equivalent),CO2 emissions (kt),"Literacy rate, adult total (% of people ages 15 and above)","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)","Electricity production from oil, gas and coal sources (% of total)","Industry (including construction), value added (annual % growth)","Industry (including construction), value added (current US$)",Employment in industry (% of total employment) (modeled ILO estimate),Urban population growth (annual %),Urban population,Research and development expenditure (% of GDP),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net outflows (% of GDP)"
Latin America & Caribbean,2003,82.34509835,92.71473771,1666.671388,4.782214397,54.2946711,19.40447025,2.922200892,13.1093618,2.687409405,28901000000,1167.5968,73.68151213,2.54485516,3786.150864,7197280000,20041212,542976557,6833180000,29.04768835,2729517.489,1275035.96,90.00695038,92.12463994,37.29604644,2.835972101,6.07712E+11,21.21075359,1.740692461,415412489,0.562516213,2.359686854,0.327551525
Latin America & Caribbean,2004,83.02125449,93.19872068,1701.316015,4.36559804,54.47000065,20.50374633,2.552697055,12.56602827,2.728610056,30650000000,1200.416993,73.64484459,5.586143937,4306.601982,3541000000,20041222,549897638,3199500000,28.8740168,2844826.781,1331938.06,89.9881897,90.86060796,37.43537264,6.228444691,7.24108E+11,21.38414449,1.682419086,422401468,0.566802547,3.081729728,0.847766324
Latin America & Caribbean,2005,83.4799813,93.5237582,1754.779246,4.994075192,55.24893329,19.49657496,2.346888874,12.36973158,2.825591809,33149000000,1229.919378,73.58924735,4.012407697,5142.165707,4849090000,20041252,556739532,5887606000,28.95963144,2917412.178,1376348.66,90.46576691,91.05290431,36.86038173,3.307586596,8.74394E+11,21.67848428,1.643915452,429345391,0.59323113,2.878940877,0.707271198
Latin America & Caribbean,2006,83.98589353,94.25588031,1802.554112,5.037742775,55.68546282,19.78861204,2.651309685,11.54322026,2.756915688,33598000000,1270.708258,73.64012249,5.058620316,5949.035123,9244600000,20041242,563424119,7689900000,28.93220459,2968653.068,1418262.47,90.40242767,90.04975345,36.36957508,4.516989857,1.04006E+12,21.8667387,1.594924307,436193125,0.591088439,3.256200454,1.600009414
Latin America & Caribbean,2007,84.47195305,94.48735427,1864.643582,5.075149992,54.68483734,20.19719853,2.354443742,11.91919479,3.153076587,40160000000,1277.895552,72.94927444,5.289518495,6928.065905,10458300000,20041252,569972223,8682600000,29.03787232,3038904.919,1464903.18,91.05211639,87.82673293,37.19154331,3.968079019,1.19214E+12,22.44179254,1.5498612,442953513,0.62746904,4.176737074,1.11036728
Latin America & Caribbean,2008,84.95976127,95.23412015,1918.955756,4.263513999,53.85166836,21.75713011,2.35029024,12.16093655,3.134954544,41487000000,1305.956984,73.34611014,3.731982347,7965.66107,11433350000,20041252,576386180,10182650000,29.14932511,3091347.262,1508544.09,91.30175781,86.80064911,38.18158066,2.315861647,1.39107E+12,22.42610445,1.503020476,449611195,0.674210773,3.825297538,1.211856853
Latin America & Caribbean,2009,85.34923355,95.40683009,1900.162221,4.781388018,54.01564274,21.33151834,2.380642591,11.41073112,3.493752432,46403000000,1282.181074,73.1863337,-1.986899525,7403.604428,8900000,20041252,582738079,7239693200,30.00025454,3036748.548,1468649.67,91.57601166,87.79606947,37.52363747,-4.697826554,1.2088E+12,21.77473184,1.468917383,456215612,0.699267886,2.754823901,0.63942479
Latin America & Caribbean,2010,85.74332906,95.8832609,1991.942235,5.124961275,52.41608811,22.9817518,1.977450039,10.76606907,4.199813286,58561000000,1337.195721,73.49142096,6.428144443,9083.541644,16017226000,20041252,588873862,15047426000,29.02498594,3179979.418,1570608.87,91.56577301,86.27808701,38.87278215,6.461050337,1.55805E+12,21.68773337,1.409057654,462643953,0.739702252,3.719423054,1.725336974
Latin America & Caribbean,2011,86.09947341,96.19956359,2082.123245,5.188198056,53.26499999,21.86898614,2.190178529,10.72238963,4.283664348,62820000000,1348.759866,73.64050076,4.449026862,10224.39712,20922000000,20042203,595510008,19988300000,28.47286307,3254160.856,1635034.92,92.1350174,84.99988885,37.77957383,4.104161424,1.75671E+12,21.55354205,1.487259902,469524671,0.713977036,4.09332474,1.553769671
Latin America & Caribbean,2012,86.44279954,96.58370863,2134.222559,5.709719448,50.16894658,23.56842707,2.055451572,11.26463611,4.769243144,72400000000,1389.332869,74.28230334,2.57146952,10221.92606,36238430000,20041989,602139396,35621030000,27.8903446,3348799.646,1707709.79,92.35542297,85.83473378,40.54278263,1.48404038,1.75404E+12,21.7297528,1.461601791,476387252,0.686325216,3.954061763,1.276018419
Latin America & Caribbean,2013,86.78136384,96.86610551,2155.930672,6.409441557,47.84164074,24.87732073,2.155572729,10.90420725,5.371310721,83369000000,1399.21596,74.27159893,2.856652829,10363.64387,18837820000,20039560,608642242,16837520000,27.75674872,3398613.894,1752196.84,92.40048218,85.56060929,42.19096954,2.061200952,1.73757E+12,21.65577671,1.419689753,483150473,0.712397475,3.879910624,1.16276159
Latin America & Caribbean,2014,87.12332803,97.03592198,2161.240262,6.467101185,46.72962352,25.94375071,1.949189586,10.11141702,6.372776377,1.00735E+11,1362.186175,73.34633718,1.392201003,10458.75905,18452840000,20039140,615046755,17148840000,27.71295288,3431894.29,1760980.099,92.84902191,85.73831481,42.52226892,0.62050827,1.7245E+12,21.9139244,1.387497762,489854175,0.741737435,3.836436162,1.162852696
Latin America & Caribbean,2015,87.47270651,97.28998896,1833.8604540000001,6.684506879,44.0291173,27.21441924,0.727693226,9.912203792,7.634021768,1.21451E+11,573.5857100599999,87.8803885,0.521035768,8652.439965,11873970000,20039220,621390109,11299970000,28.22394531,3423584.388,1750693.94,93.02124786,56.84899162,43.81112991,-0.466555259,1.55272E+12,21.73784542,1.361870193,496525353,0.767748951,5.126753691,2.250126157
Latin America & Caribbean,2016,87.76513126,97.48072233,654.9793448799999,2.0656825432000003,38.520979231999995,26.13056978,0.667869886,22.712928497999997,0.076767879,284200000,823.1422847,48.03927602,-0.159189425,8363.884187,21280500000,20039160,627668470,19080500000,28.90822344,3384707.356,1710227.796,93.48773956,175.3391211,50.90918082,-1.276763172,1.46752E+12,21.2610718,1.333684969,503147437,0.728425846,3.532811486,0.883340053
Latin America & Caribbean,2017,88.02832063,97.71354236,654.9793449,2.065682543,38.520979231999995,26.13056978,0.6678698859999999,22.712928497999997,0.076767879,284200000,823.1422847,48.039276021999996,1.87807359,9202.644828,16739400000,20038920,633797190,14373300000,29.40199837,3354684.066,1685948.34,93.52474213,175.3391211,50.90918082,0.237962788,1.6323E+12,20.96150687,1.289754558,509636804,0.656832979,3.060450144,0.71470859
Latin America & Caribbean,2018,88.27983428,97.75991237,659.2196501,2.128463526,38.02286436,26.72372708,0.6414356347999999,22.516662513999997,0.045925317,181000000,817.6650772999999,47.39362927,1.624768843,8920.943817,10465260000,20038980,639628226,10347060000,30.25279721,3266692.76,1633570.34,93.67971802,172.1196187,51.36885312,0.774314674,1.65144E+12,20.81929075,1.216668214,515837393,0.658252275,3.332758463,0.531642624
Latin America & Caribbean,2019,88.52210643,98.00483435,659.2196501,2.128463526,38.02286436,26.72372708,0.6414356347999999,22.51666251,0.045925317,181000000,817.6650772999999,47.39362927,0.738665341,8713.543646,21036780000,20038201,645295804,11497380000,30.65901425,3257187.348,1620695.03,94.09378815,172.1196187,51.368853122000004,-1.168649979,1.61705E+12,20.59864188,1.184134009,521945599,0.665754106,3.09637246,0.883180785
Latin America & Caribbean,2020,88.72398809,98.15788934,659.2196501,2.128463526,38.02286436,26.723727082000003,0.641435635,22.516662513999997,0.045925317,181000000,817.6650772999999,47.39362927,-6.451022173,7344.060922,11050510000,20038201,650534986,10547720000,33.9329423,3064545.682,1438080.03,94.11495209,172.1196187,51.36885312,-7.626856389,1.37731E+12,20.47351583,1.118268649,527782353,0.499820009,2.520693018,0.255614324
Latin America & Caribbean (excluding high income),2000,78.44640961,91.12460847,1505.746612,4.176191947,58.94421614,13.05305515,2.448608127,18.14585823,2.503822779,20905000000,1070.523257,72.68078345,3.562535172,4204.241039,13972000000,17943410,468125382,10843700000,29.83509336,2080955.008,1036523.12,88.48616791,88.030348,35.37510532,3.343360612,5.54488E+11,22.02241684,2.122493477,348745562,0.575420127,3.514114322,0.147824781
Latin America & Caribbean (excluding high income),2001,79.30333616,91.75597343,1462.508996,4.764351876,55.07461227,14.80731477,3.674117604,18.12739038,2.775263993,22709000000,1065.449846,72.92008482,0.204601443,4029.722411,6066740000,17943410,474817217,3789354000,29.37181864,2111090.862,1037180.96,88.57254028,88.77940223,37.69905702,-1.333040439,5.35734E+11,21.45209399,1.936170875,355497872,0.545436578,3.335543577,0.102816411
Latin America & Caribbean (excluding high income),2002,80.07828866,92.07435444,1486.116635,4.820199824,55.72956337,16.57876345,3.482387116,15.30881252,2.879447625,24313000000,1059.568185,72.11837079,0.42755988,3573.283706,7511460000,17942400,481353718,7062060000,30.15122859,2151221.176,1036555.56,88.68193054,89.26273915,36.7077758,0.121871066,4.90621E+11,21.493752,1.857448249,362101061,0.533884829,2.780482608,-0.071063744
Latin America & Caribbean (excluding high income),2003,80.73719232,92.29726721,1565.913046,5.190398263,54.67228424,18.90134076,3.503973187,13.50232753,3.012261809,27016000000,1082.466126,71.54249838,2.505963433,3607.2034,7187810000,17942410,487688819,6823710000,30.71283732,2220007.145,1058060.56,89.52102661,90.24948524,37.59406655,2.699628168,4.93301E+11,21.23379711,1.79016294,368583260,0.568607066,2.149099022,0.18721136
Latin America & Caribbean (excluding high income),2004,81.47858587,92.72368321,1591.102506,4.417341816,54.65626633,20.43565809,3.065412856,13.14009522,3.049911536,28529000000,1108.955437,71.66790986,5.438640956,4065.175092,3481000000,17942420,493917791,3139500000,30.43011115,2301863.435,1104560.66,89.48229218,89.02252622,37.99309513,6.46133193,5.79335E+11,21.39793308,1.729790984,374958980,0.573809067,2.922215608,0.796263372
Latin America & Caribbean (excluding high income),2005,81.98502979,93.09798993,1642.316271,5.275970071,54.84176649,19.89797654,2.827399108,12.82182827,3.210951052,31268000000,1137.935029,71.71577622,4.079772648,4862.512329,4849090000,17942450,500076606,4206090000,30.63391068,2350151.034,1137549.56,89.99675751,89.15017262,37.99577489,3.245186723,6.95514E+11,21.71149798,1.690557991,381297879,0.627366479,2.701153228,0.638937042
Latin America & Caribbean (excluding high income),2006,82.54323708,93.81452256,1682.856724,5.017339255,55.38630876,20.51533175,3.191559182,11.81966399,3.164889597,32041000000,1166.24333,71.53938668,5.17592961,5606.302095,9244600000,17942440,506094784,7689900000,30.370839,2395564.383,1174509.87,89.84343719,88.05869667,37.352335,4.51168085,8.20608E+11,21.82848067,1.641000474,387554979,0.6189543,2.318634122,1.437830091
Latin America & Caribbean (excluding high income),2007,83.07432437,94.12577657,1743.576011,4.871930066,54.8562903,21.52004577,2.843397276,11.37046011,3.534808938,37280000000,1181.461885,70.85605914,5.458278834,6549.142864,10458300000,17942450,511989821,8682600000,30.38109376,2462805.526,1218568.18,90.47889709,85.80051413,37.76243595,4.097099442,9.44965E+11,22.40367381,1.594995893,393736465,0.685865717,3.235543309,0.894709266
Latin America & Caribbean (excluding high income),2008,83.60735829,94.94083037,1796.238988,3.854011001,54.02993678,23.73318375,2.833167198,11.29550414,3.414866897,37489000000,1201.393483,71.07303108,3.843104669,7494.721486,11433350000,17942450,517759389,10182650000,30.48363649,2491277.588,1248527.39,90.75299835,84.97946262,38.88269889,2.451356509,1.09414E+12,22.40788817,1.545697069,399822438,0.737630228,3.139970178,0.847968369
Latin America & Caribbean (excluding high income),2009,84.0319297,95.08360032,1777.93127,4.416779025,54.24702028,23.03125643,2.87306896,10.73291478,3.741195745,41173000000,1178.165218,70.92385671,-2.084213502,6881.488603,8900000,17942450,523473668,4868944000,31.52566443,2450059.516,1209300.57,91.06758118,86.01742839,38.18095023,-5.054557671,9.43921E+11,21.73510846,1.510147112,405860345,0.780308566,2.159979816,0.326836317
Latin America & Caribbean (excluding high income),2010,84.47232525,95.60171387,1870.045035,4.672472606,53.02098881,24.15667054,2.359814766,10.19787794,4.706449557,54992000000,1222.691738,70.74873182,6.71874552,8526.030776,16017226000,17942450,528978305,15047426000,30.81238709,2584106.839,1293925.57,91.06822968,84.51357899,39.02702108,6.769317764,1.21207E+12,21.66860765,1.445438578,411726807,0.824284962,3.301832323,1.169450337
Latin America & Caribbean (excluding high income),2011,84.86196045,95.95984297,1955.84886,4.554968014,54.14796089,22.87274741,2.611865206,10.36004356,4.619941404,56813000000,1241.551208,71.30043371,4.484697241,9854.289655,20922000000,17942873,535014773,19988300000,29.96510307,2650500.067,1352458.47,91.75531769,83.15901011,37.78775898,4.251840447,1.4331E+12,21.52330252,1.541329807,418072875,0.776859777,3.272592059,0.730375993
Latin America & Caribbean (excluding high income),2012,85.24310956,96.335021,2001.374442,4.772638582,51.02236348,24.84113072,2.45452007,10.9066182,5.190889494,65989000000,1272.538959,72.27252952,2.378394402,9692.404612,36238430000,17942659,541048298,35621030000,29.36276322,2705851.175,1401130.17,91.97734833,84.11694889,40.5203875,1.10191264,1.41004E+12,21.73496434,1.515278885,424407845,0.748008647,3.262945237,0.487540419
Latin America & Caribbean (excluding high income),2013,85.61388099,96.65759339,2021.674856,5.281964183,48.21868464,26.53092307,2.577426575,10.78009416,5.838479399,75788000000,1291.412499,72.59932166,2.871167912,9840.598597,18837820000,17940230,546954103,16837520000,28.96266434,2749461.355,1442058.97,92.04438782,83.94920058,42.59298141,1.817570898,1.39472E+12,21.61966526,1.46954211,430644697,0.776694749,3.288825367,0.821970137
Latin America & Caribbean (excluding high income),2014,85.99377194,96.78637568,2058.231008,5.717815442,46.45553776,27.81012866,2.332379378,10.03571878,6.902135177,91178000000,1307.16362,72.76429022,1.359356511,9781.723747,18452840000,17940030,552781789,17148840000,29.20465951,2795299.029,1459341.64,92.45662689,84.58589992,43.56366288,0.463977397,1.37122E+12,21.9097539,1.438368577,436838955,0.811252117,2.916805132,0.6475438
Latin America & Caribbean (excluding high income),2015,86.37693002,97.07178529,1369.4040763799999,5.814042908,43.97465819,29.0953787,0.867039904,9.753281471,8.095143485,1.08089E+11,573.5857100599999,90.42620791,0.413911528,8226.892485,11873970000,17940110,558562792,11299970000,29.41053657,2806374.563,1460444.24,92.6381073,57.101333681999996,44.66270308,-0.712045139,1.12044E+12,21.74778035,1.413226987,443012481,0.814967156,3.217336168,0.442554467
Latin America & Caribbean (excluding high income),2016,86.70929783,97.30203592,621.2640995,2.843270551,37.46213824,22.366290052000004,0.7217845850000001,29.217354569999998,0.000513111,1600000,848.560959,48.53348567,-0.296832951,7912.279086,21280500000,17940050,564377885,19080500000,30.1224309,2794197.954,1431232.126,93.11830139,219.44586420000002,54.42691517,-1.462264896,1.05334E+12,21.25579337,1.401627779,449221867,0.766326521,3.411793722,0.731798542
Latin America & Caribbean (excluding high income),2017,87.00899453,97.57169603,633.8245629,2.664993028,38.19383474,22.74694961,0.729153251,27.752202907999997,0.042360044799999996,151200000,846.684571,48.34354363,2.006129526,8732.615386,16739400000,17939810,570381211,14373300000,30.64504886,2800301.386,1417992.07,93.1860733,210.2817627,53.16414555,0.256138222,1.17889E+12,20.99714503,1.418243293,455592926,0.686983101,3.037041489,0.641238367
Latin America & Caribbean (excluding high income),2018,87.30749689,97.57982494,633.8245629,2.664993028,38.19383474,22.74694961,0.729153251,27.752202908000005,0.042360045,151200000,846.684571,48.34354363,1.626829439,8387.849056,10465260000,17939810,576620516,10347060000,31.47203009,2753027.345,1375196.37,93.3474884,210.2817627,53.16414555,0.493606079,1.18706E+12,20.90549069,1.441597888,462160744,0.684308783,3.328822633,0.451363688
Latin America & Caribbean (excluding high income),2019,87.59552866,97.85457719,643.6454261599999,2.482412363,39.02447111,23.188597436000002,0.716765059,26.17603765,0.050297003800000004,180200000,841.1277310600001,47.87384383,0.68219381,8184.424574,21036780000,17939031,582701622,11497380000,31.75096119,2785767.241,1376833.06,93.79974365,200.6976956,51.847047450000005,-1.262074173,1.16343E+12,20.71666573,1.397501212,468619446,0.692246173,2.911545849,0.738499625
Latin America & Caribbean (excluding high income),2020,87.82840807,98.0106186,643.6454261599999,2.482412363,39.02447111,23.188597436000002,0.7167650589999999,26.17603765,0.050297003800000004,180200000,841.1277310599999,47.87384383,-6.338581723,6837.630412,11002660000,17939031,588011178,10499870000,34.89398731,2670579.972,1242200.06,93.81555176,200.6976956,51.847047450000005,-7.666400607,9.76517E+11,20.60076172,1.250223833,474478238,0.499820009,2.302100469,0.182695655
Latin America & the Caribbean (IDA & IBRD countries),2000,80.44282149,91.54002921,1607.392272,4.497260136,60.59869935,14.32616304,2.121656542,16.03197739,2.17738583,20981000000,1150.611283,74.57433995,3.525944961,4310.636205,14002000000,19913632,505304844,6100853400,28.58022185,2558820.98,1213210.92,88.73754883,89.66749825,34.85540058,3.189773901,6.34748E+11,22.07276117,2.131856389,380881145,0.56910482,3.655665565,0.348998855
Latin America & the Caribbean (IDA & IBRD countries),2001,81.17753467,92.18242333,1574.027766,4.583593866,56.87057847,16.58281545,3.14456588,16.06025521,2.504335446,23943000000,1148.68278,74.89006728,0.257806096,4135.888319,6066740000,19913632,512664811,6429240000,28.03602409,2597334.481,1218878.26,88.83981323,90.37427418,37.22666453,-1.215913669,6.12323E+11,21.5813289,1.949968146,388308206,0.541672844,3.426996597,0.192422247
Latin America & the Caribbean (IDA & IBRD countries),2002,81.8355645,92.49946692,1599.699998,4.644078026,57.36977215,17.89226678,2.984666688,14.2798903,2.57905085,25408000000,1153.788266,74.33637198,0.487231297,3630.250908,7511460000,19913632,519865563,7062060000,28.63871236,2623870.724,1224775.16,88.9571991,90.94976281,36.8162351,0.053787491,5.55596E+11,21.54350947,1.854969812,395511206,0.527056708,2.746102279,0.02149234
Latin America & the Caribbean (IDA & IBRD countries),2003,82.3980226,92.56716929,1675.223827,4.940926544,56.0843055,19.89369264,3.019182904,13.10278881,2.707426762,28181000000,1166.907983,73.65160385,2.630697117,3649.034264,7197280000,19913632,526861169,6833180000,29.21991859,2683048.992,1246041.46,89.74884796,91.84574315,37.93740799,2.849913607,5.60357E+11,21.24835081,1.78429306,402568285,0.563174262,2.349210987,0.325100946
Latin America & the Caribbean (IDA & IBRD countries),2004,83.04010259,93.06445882,1710.875876,4.506829648,56.22407384,20.99510975,2.635279443,12.54988191,2.744370491,29861000000,1200.196238,73.73270768,5.508213586,4169.40414,3425000000,19913632,533741619,3083500000,29.03062799,2798920.899,1303198.36,89.73075867,90.65240863,38.05182131,6.287375477,6.74369E+11,21.4450932,1.726469337,409518503,0.567159377,3.084356637,0.843737508
Latin America & the Caribbean (IDA & IBRD countries),2005,83.47526328,93.39758203,1765.763978,5.151158411,56.98075,19.9395171,2.420707719,12.26188293,2.877541239,32729000000,1231.612496,73.59008989,4.114124816,5011.396593,4849090000,19913632,540553499,4206090000,29.23159916,2871550.175,1346749.06,90.22618103,90.86703335,37.35255844,3.23119101,8.22346E+11,21.75393745,1.688422855,416432907,0.595109524,2.868434803,0.700695406
Latin America & the Caribbean (IDA & IBRD countries),2006,83.95810907,94.14928791,1813.018861,5.198544435,57.45494917,20.23117285,2.735937864,11.27940364,2.810536647,33192000000,1273.383426,73.59486209,5.164358823,5822.537109,9184600000,19913632,547224720,7629900000,29.25521888,2921818.625,1388228.07,90.16298676,89.88011625,36.70912093,4.410572188,9.8454E+11,21.96425612,1.640794684,423265716,0.594575614,2.45888627,1.423318308
Latin America & the Caribbean (IDA & IBRD countries),2007,84.4191447,94.384941,1874.73892,5.238897184,56.43940987,20.64680332,2.4304087,11.71909554,3.221093883,39744000000,1281.149216,72.89144696,5.471041781,6813.697714,10458300000,19913632,553771247,8682600000,29.39792488,2991046.685,1433926.98,90.83553314,87.6256391,37.60479604,4.02162243,1.13428E+12,22.55788215,1.596084621,430021395,0.631211118,3.434874518,0.938485094
Latin America & the Caribbean (IDA & IBRD countries),2008,84.89760466,95.15032238,1929.707518,4.398899042,55.5509331,22.25021796,2.424922138,11.93882188,3.190531096,40923000000,1309.38396,73.14614885,3.912889009,7870.761688,11433350000,19913632,560186837,10182650000,29.48835302,3043816.379,1478196.79,91.09477997,86.55662224,38.58793888,2.253939074,1.33E+12,22.54494617,1.547738572,436677002,0.67655843,3.367606817,0.983068047
Latin America & the Caribbean (IDA & IBRD countries),2009,85.26988473,95.3243746,1910.153512,4.933182648,55.71874632,21.82376926,2.456220804,11.24117778,3.562331941,45858000000,1283.862524,72.96474897,-2.020377988,7290.156468,8900000,19913632,566539590,11235094000,30.36446813,2988412.199,1438061.87,91.38269043,87.53979734,37.99812969,-4.766670395,1.14466E+12,21.89733025,1.511779409,443278595,0.706681989,2.25312229,0.513961452
Latin America & the Caribbean (IDA & IBRD countries),2010,85.65313394,95.81170733,2004.281922,5.282880766,54.02405564,23.52216689,2.038382773,10.5894181,4.294701658,58094000000,1338.797761,73.22674146,6.734134249,9009.878277,16017226000,19913632,572674666,15047426000,29.3932009,3130552.594,1539037.97,91.37534332,86.06846902,39.39446575,6.577517095,1.49052E+12,21.81724543,1.449109673,449702188,0.741324763,3.29963033,1.241070016
Latin America & the Caribbean (IDA & IBRD countries),2011,85.99992213,96.13208574,2095.545202,5.34604422,54.87858257,22.3900075,2.2568127,10.49366262,4.380685719,62346000000,1351.208134,73.43299714,4.632614429,10161.716,20922000000,19913632,579334666,19988300000,28.76928195,3204566.365,1603749.37,91.96116638,84.75360584,38.22971434,4.149981994,1.68729E+12,21.67831119,1.533881574,456600087,0.719286114,3.554384015,1.014132333
Latin America & the Caribbean (IDA & IBRD countries),2012,86.33768838,96.52353843,2148.196662,5.88360689,51.68928907,24.14419071,2.118049607,11.04375217,4.875593665,71827000000,1392.573839,74.08801549,2.649101957,10149.1207,36238430000,19913632,585986944,35621030000,28.17688263,3297922.545,1675156.97,92.18994141,85.64000971,41.07154977,1.431588089,1.68231E+12,21.81759841,1.506413423,463478372,0.689848151,3.596341711,0.886604077
Latin America & the Caribbean (IDA & IBRD countries),2013,86.67259853,96.80952651,2169.106045,6.605951042,49.3000024,25.50810017,2.221661245,10.62409205,5.489110905,82663000000,1403.819563,74.08753462,2.959502296,10287.07742,18837820000,19913632,592507619,16837520000,28.04172091,3346973.715,1719082.27,92.23654175,85.39729239,42.73814326,2.050082062,1.66497E+12,21.78101613,1.462622942,470257313,0.720211487,3.311578175,0.849092426
Latin America & the Caribbean (IDA & IBRD countries),2014,87.01105463,96.98035024,2174.09136,6.664827261,48.15156122,26.55479827,2.008784387,9.840572529,6.523675782,1.00061E+11,1365.673066,73.16127163,1.457893221,10377.34504,18452840000,19913412,598949385,17148840000,27.9338047,3382798.202,1730502.029,92.69911194,85.55860513,43.06019806,0.662977557,1.65105E+12,22.05195291,1.432910199,476995678,0.746081375,3.092238973,0.834314041
Latin America & the Caribbean (IDA & IBRD countries),2015,87.35715409,97.23769098,1735.0635131400002,6.892445481,45.3956441,27.86979725,0.750329976,9.616110241,7.822693918,1.20698E+11,573.5857100599999,87.8803885,0.479727353,8505.153224,11873970000,19913412,605335594,11299970000,28.48562486,3372821.52,1718007.17,92.88082123,56.807068017999995,44.37835298,-0.603629097,1.47631E+12,21.87125612,1.406768721,483705904,0.781653918,3.495983899,0.797370723
Latin America & the Caribbean (IDA & IBRD countries),2016,87.65085965,97.43007739,646.7836105599999,2.20656806,39.4274248,25.02279227,0.706749799,22.99353209,0.067958618,247800000,824.9247265,47.823515283999996,-0.157791208,8199.544813,21280500000,19913412,611668087,19080500000,29.19141544,3335997.13,1679719.926,93.36209869,181.1281426,50.22289243,-1.287697553,1.38722E+12,21.38325588,1.379026997,490376339,0.73630287,3.474132047,0.879404385
Latin America & the Caribbean (IDA & IBRD countries),2017,87.914789,97.6657036,646.7836105599999,2.20656806,39.4274248,25.022792274000004,0.706749799,22.993532093999995,0.067958618,247800000,824.9247265,47.823515283999996,1.982485589,9052.331276,16739400000,19913412,617875842,14373300000,29.6560774,3307239.872,1656356.87,93.40135193,181.1281426,50.22289243,0.215549643,1.55214E+12,21.07592635,1.337272311,496934006,0.661183037,3.015628823,0.719280121
Latin America & the Caribbean (IDA & IBRD countries),2018,88.16678922,97.71025894,654.9793448799999,2.065682543,38.520979231999995,26.13056978,0.6678698860000001,22.712928497999997,0.076767879,284200000,823.1422847,48.039276021999996,1.733669098,8759.324822,10465260000,19913472,623841282,10347060000,30.5148943,3218051.921,1602830.17,93.56172943,175.3391211,50.90918082,0.757648238,1.57083E+12,20.9289132,1.271403028,503252040,0.66077736,3.330806207,0.504670105
Latin America & the Caribbean (IDA & IBRD countries),2019,88.41114651,97.95841638,654.9793448799999,2.065682543,38.520979231999995,26.13056978,0.6678698860000001,22.712928497999997,0.076767879,284200000,823.1422847,48.039276021999996,0.736702854,8532.484358,21036780000,19912693,629515571,11497380000,30.9300637,3211165.434,1592486.56,93.98806763,175.3391211,50.90918082,-1.135682323,1.53239E+12,20.70619352,1.21284794,509355722,0.668261465,3.077313061,0.898142524
Latin America & the Caribbean (IDA & IBRD countries),2020,88.61249687,98.11311381,654.9793448799999,2.065682543,38.52097923,26.13056978,0.6678698860000001,22.712928497999997,0.076767879,284200000,823.1422847,48.039276021999996,-6.350005219,7136.214741,11050510000,19912693,634680385,10547720000,34.25617072,3019529.397,1410200.16,94.01081085,175.3391211,50.90918082,-7.599464935,1.29393E+12,20.58535766,1.129609181,515109451,0.499820009,2.368662706,0.247235801
Least developed countries: UN classification,2000,6.46628229,20.18990479,88.49566844,0.287773948,45.18450674,22.0386882,0,13.3908146,0.079937208,60000000,305.3541493,20.31693551,4.266875149,330.1285757,304448000,20127151,662018171,590600000,83.87514204,938938.1738,110415.3077,51.67317963,169.053464,35.71727675,9.878920097,52815097479,8.539800029,3.871237028,165527209,0.323641999,1.818913814,0.389712464
Least developed countries: UN classification,2001,6.779656795,20.94903002,97.68595841,0.292522771,46.02766253,21.49736384,0,13.10477537,0.080780347,66000000,311.3391204,20.96264299,5.222462085,314.9298781,68220000,20127151,678096204,1132268000,83.11735118,943639.0799,118442.8516,52.31552887,166.9093951,34.89466199,5.022381489,50773932886,8.875919254,4.060975256,172249228,0.28305599519999997,2.982982011,-0.107544978
Least developed countries: UN classification,2002,7.152292249,22.92636571,101.998997,1.043884905,45.66679255,21.87313751,0,12.28323795,0.084202871,73000000,315.870817,21.06094526,4.99295583,334.3803165,154420000,20127151,695718323,292780000,82.68933844,992698.5554,123533.5823,52.96110916,165.0451107,35.20026037,6.75431802,58072989304,9.227237457,4.29599371,179649044,0.191744,2.630727482,0.167501145
Least developed countries: UN classification,2003,7.473108185,24.46842622,109.7479419,0.991219585,43.58638048,23.15839061,0,13.14730014,0.07729694,68000000,320.8248823,22.12353233,5.050938752,365.4226439,68220000,20127151,713914587,650220000,81.49891879,1045269.97,134927.6232,53.78517151,162.7447448,37.29691033,4.69481205,65134974968,9.618959198,4.316016844,187402727,0.24080599979999998,3.692311703,0.146558334
Least developed countries: UN classification,2004,7.88020152,24.8807295,123.7773055,0.663587058,41.20703927,25.9354467,0,13.09397659,0.06262161,62000000,318.8468835,22.91585501,6.311944414,411.6524669,68220000,20273927.92,731736892,207340000,81.09756574,1068211.185,141974.7264,54.99858093,154.4738022,39.69301035,8.38422012,79079121004,9.780943437,4.183653101,195243007,0.24080599979999998,3.137571214,0.422245524
